Instance, TimeLimit, Solver, Objective Value
scpk4.mps, 300, gurobi(exact), 356.0
scpk4.mps, 300, gurobi(heur), 333.0
scpk4.mps, 300, FJ, 15080.0
scpk4.mps, 300, highs, 945.0
scpk4.mps, 300, cplex, 340.0
scpk4.mps, 300, Local-ILP, 8032.0
scpl4.mps, 300, SCIP, 301.0
scpl4.mps, 300, gurobi(exact), 301.0
scpl4.mps, 300, gurobi(heur), 283.0
scpl4.mps, 300, FJ, 14436.0
scpl4.mps, 300, highs, 1257.0
scpl4.mps, 300, cplex, 303.0
scpl4.mps, 300, Local-ILP, 8721.0
scpm1.mps, 300, SCIP, 14440.0
scpm1.mps, 300, gurobi(exact), 850.0
scpm1.mps, 300, gurobi(heur), 678.0
scpm1.mps, 300, FJ, 31911.0
scpm1.mps, 300, highs, N/A
scpm1.mps, 300, cplex, 25254186.0
scpm1.mps, 300, Local-ILP, 4972.0
scpn2.mps, 300, SCIP, 13146.0
scpn2.mps, 300, gurobi(exact), 807.0
scpn2.mps, 300, gurobi(heur), 626.0
scpn2.mps, 300, FJ, 31110.0
scpn2.mps, 300, highs, N/A
scpn2.mps, 300, cplex, 50506522.0
scpn2.mps, 300, Local-ILP, 10635.0
seymour-disj-10.mps, 300, SCIP, 288.0
seymour-disj-10.mps, 300, gurobi(exact), 287.0
seymour-disj-10.mps, 300, gurobi(heur), 287.0
seymour-disj-10.mps, 300, FJ, 374.0
seymour-disj-10.mps, 300, highs, 289.0
seymour-disj-10.mps, 300, cplex, 289.0
seymour-disj-10.mps, 300, Local-ILP, 291.0
seymour.mps, 300, SCIP, 425.0
seymour.mps, 300, gurobi(exact), 424.0
seymour.mps, 300, gurobi(heur), 424.0
seymour.mps, 300, FJ, 477.0
seymour.mps, 300, highs, 426.0
seymour.mps, 300, cplex, 424.0
seymour.mps, 300, Local-ILP, 440.0
sorrell3.mps, 300, SCIP, -11.0
sorrell3.mps, 300, gurobi(exact), -16.0
sorrell3.mps, 300, gurobi(heur), -16.0
sorrell3.mps, 300, FJ, -1.0
sorrell3.mps, 300, highs, -14.0
sorrell3.mps, 300, cplex, -16.0
sorrell3.mps, 300, Local-ILP, -14.0
sorrell4.mps, 300, SCIP, -18.0
sorrell4.mps, 300, gurobi(exact), -21.0
sorrell4.mps, 300, gurobi(heur), -21.0
sorrell4.mps, 300, FJ, -1.0
sorrell4.mps, 300, highs, -1.0
sorrell4.mps, 300, cplex, -23.0
sorrell4.mps, 300, Local-ILP, -19.0
sorrell7.mps, 300, SCIP, -154.0
sorrell7.mps, 300, gurobi(exact), -165.0
sorrell7.mps, 300, gurobi(heur), -165.0
sorrell7.mps, 300, FJ, -1.0
sorrell7.mps, 300, highs, -127.0
sorrell7.mps, 300, cplex, -179.0
sorrell7.mps, 300, Local-ILP, -180.0
sp97ar.mps, 300, SCIP, 687368736.18
sp97ar.mps, 300, gurobi(exact), 662861000.0
sp97ar.mps, 300, gurobi(heur), 662328000.0
sp97ar.mps, 300, FJ, 1723979826.04
sp97ar.mps, 300, highs, 686343859.0
sp97ar.mps, 300, cplex, 664455176.54
sp97ar.mps, 300, Local-ILP, 947920837.64
splice1k1.mps, 300, SCIP, N/A
splice1k1.mps, 300, gurobi(exact), -338.0
splice1k1.mps, 300, gurobi(heur), -338.0
splice1k1.mps, 300, FJ, -3.0
splice1k1.mps, 300, highs, -337.0
splice1k1.mps, 300, cplex, -322.0
splice1k1.mps, 300, Local-ILP, -102.0
stp3d.mps, 300, SCIP, N/A
stp3d.mps, 300, gurobi(exact), N/A
stp3d.mps, 300, gurobi(heur), N/A
stp3d.mps, 300, FJ, N/A
stp3d.mps, 300, highs, N/A
stp3d.mps, 300, cplex, N/A
stp3d.mps, 300, Local-ILP, N/A
sts405.mps, 300, SCIP, 349.0
sts405.mps, 300, gurobi(exact), 345.0
sts405.mps, 300, gurobi(heur), 345.0
sts405.mps, 300, FJ, 349.0
sts405.mps, 300, highs, 353.0
sts405.mps, 300, cplex, 350.0
sts405.mps, 300, Local-ILP, 342.0
sts729.mps, 300, SCIP, 656.999999999999
sts729.mps, 300, gurobi(exact), 650.0
sts729.mps, 300, gurobi(heur), 650.0
sts729.mps, 300, FJ, 665.0
sts729.mps, 300, highs, 727.0
sts729.mps, 300, cplex, 657.0
sts729.mps, 300, Local-ILP, 644.0
supportcase10.mps, 300, SCIP, 14.0
supportcase10.mps, 300, gurobi(exact), 9.0
supportcase10.mps, 300, gurobi(heur), 9.0
supportcase10.mps, 300, FJ, 24.0
supportcase10.mps, 300, highs, N/A
supportcase10.mps, 300, cplex, 23.0
supportcase10.mps, 300, Local-ILP, 11.0
supportcase19.mps, 300, SCIP, N/A
supportcase19.mps, 300, gurobi(exact), N/A
supportcase19.mps, 300, gurobi(heur), N/A
supportcase19.mps, 300, FJ, N/A
supportcase19.mps, 300, highs, N/A
supportcase19.mps, 300, cplex, N/A
supportcase19.mps, 300, Local-ILP, N/A
supportcase22.mps, 300, SCIP, N/A
supportcase22.mps, 300, gurobi(exact), N/A
supportcase22.mps, 300, gurobi(heur), N/A
supportcase22.mps, 300, FJ, N/A
supportcase22.mps, 300, highs, N/A
supportcase22.mps, 300, cplex, N/A
supportcase22.mps, 300, Local-ILP, N/A
supportcase2.mps, 300, SCIP, N/A
supportcase2.mps, 300, gurobi(exact), 665.0
supportcase2.mps, 300, gurobi(heur), 665.0
supportcase2.mps, 300, FJ, 654.0
supportcase2.mps, 300, highs, N/A
supportcase2.mps, 300, cplex, N/A
supportcase2.mps, 300, Local-ILP, 628.0
supportcase30.mps, 300, SCIP, N/A
supportcase30.mps, 300, gurobi(exact), N/A
supportcase30.mps, 300, gurobi(heur), N/A
supportcase30.mps, 300, FJ, N/A
supportcase30.mps, 300, highs, N/A
supportcase30.mps, 300, cplex, N/A
supportcase30.mps, 300, Local-ILP, N/A
supportcase3.mps, 300, SCIP, N/A
supportcase3.mps, 300, gurobi(exact), N/A
supportcase3.mps, 300, gurobi(heur), N/A
supportcase3.mps, 300, FJ, N/A
supportcase3.mps, 300, highs, N/A
supportcase3.mps, 300, cplex, N/A
supportcase3.mps, 300, Local-ILP, N/A
t1717.mps, 300, SCIP, 260019.0
t1717.mps, 300, gurobi(exact), 201342.0
t1717.mps, 300, gurobi(heur), 201342.0
t1717.mps, 300, FJ, 420881.0
t1717.mps, 300, highs, N/A
t1717.mps, 300, cplex, 200300.0
t1717.mps, 300, Local-ILP, 440077.0
t1722.mps, 300, SCIP, 149409.0
t1722.mps, 300, gurobi(exact), 118898.0
t1722.mps, 300, gurobi(heur), 118354.0
t1722.mps, 300, FJ, 277531.0
t1722.mps, 300, highs, 130442.0
t1722.mps, 300, cplex, 127932.0
t1722.mps, 300, Local-ILP, 235924.0
tokyometro.mps, 300, SCIP, 11578.2999999998
tokyometro.mps, 300, gurobi(exact), 10435.0
tokyometro.mps, 300, gurobi(heur), 9047.1
tokyometro.mps, 300, FJ, N/A
tokyometro.mps, 300, highs, N/A
tokyometro.mps, 300, cplex, 9312.7
tokyometro.mps, 300, Local-ILP, 51603.0
tw-myciel4.mps, 300, SCIP, 10.0
tw-myciel4.mps, 300, gurobi(exact), 10.0
tw-myciel4.mps, 300, gurobi(heur), 10.0
tw-myciel4.mps, 300, FJ, 100000000000.0
tw-myciel4.mps, 300, highs, 10.0
tw-myciel4.mps, 300, cplex, 10.0
tw-myciel4.mps, 300, Local-ILP, 10.0
usafa.mps, 300, SCIP, 4209.89762298398
usafa.mps, 300, gurobi(exact), 17201.4
usafa.mps, 300, gurobi(heur), 17201.4
usafa.mps, 300, FJ, 28526.25
usafa.mps, 300, highs, N/A
usafa.mps, 300, cplex, 28526.25
usafa.mps, 300, Local-ILP, 16640.549722042786
v150d30-2hopcds.mps, 300, SCIP, 42.0
v150d30-2hopcds.mps, 300, gurobi(exact), 42.0
v150d30-2hopcds.mps, 300, gurobi(heur), 42.0
v150d30-2hopcds.mps, 300, FJ, 48.0
v150d30-2hopcds.mps, 300, highs, 42.0
v150d30-2hopcds.mps, 300, cplex, 42.0
v150d30-2hopcds.mps, 300, Local-ILP, 41.0
wnq-n100-mw99-14.mps, 300, SCIP, N/A
wnq-n100-mw99-14.mps, 300, gurobi(exact), 292.0
wnq-n100-mw99-14.mps, 300, gurobi(heur), 288.0
wnq-n100-mw99-14.mps, 300, FJ, 5206.0
wnq-n100-mw99-14.mps, 300, highs, 322.0
wnq-n100-mw99-14.mps, 300, cplex, 271.0
wnq-n100-mw99-14.mps, 300, Local-ILP, 4789.0
woodlands09.mps, 300, SCIP, N/A
woodlands09.mps, 300, gurobi(exact), N/A
woodlands09.mps, 300, gurobi(heur), N/A
woodlands09.mps, 300, FJ, N/A
woodlands09.mps, 300, highs, N/A
woodlands09.mps, 300, cplex, N/A
woodlands09.mps, 300, Local-ILP, N/A
z26.mps, 300, SCIP, -1017.0
z26.mps, 300, gurobi(exact), -1005.0
z26.mps, 300, gurobi(heur), -1005.0
z26.mps, 300, FJ, -1.0
z26.mps, 300, highs, N/A
z26.mps, 300, cplex, -194.0
z26.mps, 300, Local-ILP, -1092.0
zib01.mps, 300, SCIP, N/A
zib01.mps, 300, gurobi(exact), N/A
zib01.mps, 300, gurobi(heur), N/A
zib01.mps, 300, FJ, N/A
zib01.mps, 300, highs, N/A
zib01.mps, 300, cplex, N/A
zib01.mps, 300, Local-ILP, N/A
zib02.mps, 300, SCIP, N/A
zib02.mps, 300, gurobi(exact), N/A
zib02.mps, 300, gurobi(heur), N/A
zib02.mps, 300, FJ, N/A
zib02.mps, 300, highs, N/A
zib02.mps, 300, cplex, N/A
zib02.mps, 300, Local-ILP, N/A
